,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
421,bio_source_Molt-3,3,0.5113171982916036,0.2065962496675726,7.707074880599976
422,bio_source_Molt-3,4,0.5176994023717238,0.2008167597022854,7.709794282913208
423,bio_source_Molt-3,5,0.4883373580308828,0.2156550656463214,7.68806266784668
424,bio_source_Molt-3,6,0.5051087464163508,0.2132756064718367,7.825666427612305
425,bio_source_Molt-3,7,0.4623207246353538,0.224496295344941,7.687821865081787
426,bio_source_Molt-3,8,0.4831441788070826,0.2086949057361546,7.706551551818848
427,bio_source_Molt-3,9,0.4908088932839629,0.2124536904113326,7.713162660598755
428,bio_source_Molt-3,mean,0.485588107138308,0.2207476221726358,7.721402311325074
429,bio_source_Mutu,0,-0.0565464270874107,0.7897494297590596,7.800449848175049
430,bio_source_Mutu,1,-0.0383439148622029,0.6870668360747688,7.71536111831665
431,bio_source_Mutu,2,0.0508632749181553,0.7022821207700123,7.705966234207153
432,bio_source_Mutu,3,-0.0076743681663633,0.6915902389576746,7.719794273376465
433,bio_source_Mutu,4,0.0127410634962662,0.6675122665579688,7.816035032272339
434,bio_source_Mutu,5,0.0120582754360024,0.7140686737496296,7.682545185089111
435,bio_source_Mutu,6,-0.1383034435320997,0.7062017068669408,7.707875728607178
436,bio_source_Mutu,7,-0.0796352607168042,0.7354194910841207,7.7151780128479
437,bio_source_Mutu,8,0.0053462344886513,0.7088055824120812,7.806213617324829
438,bio_source_Mutu,9,-0.0408686614615778,0.7209516997976271,7.71189546585083
439,bio_source_Mutu,mean,-0.0280363227487383,0.7123648046029883,7.73813145160675
440,bio_source_OSCC,0,0.6132169135540946,0.5762496842390497,7.721683502197266
441,bio_source_OSCC,1,0.6415728537050662,0.5620234541014344,7.723947048187256
442,bio_source_OSCC,2,0.5994202407560854,0.6524819302875138,7.847111463546753
443,bio_source_OSCC,3,0.653805447959881,0.5752852736544015,7.728816270828247
444,bio_source_OSCC,4,0.6350229167979318,0.5608269434824321,7.696205854415893
445,bio_source_OSCC,5,0.6399183847234264,0.5919831013558357,7.724014520645142
446,bio_source_OSCC,6,0.6285217295566967,0.6020642491033641,7.823279142379761
447,bio_source_OSCC,7,0.6192504799609106,0.5796041974199972,7.727863788604736
448,bio_source_OSCC,8,0.6267843451021256,0.5847131263845091,7.710218191146851
449,bio_source_OSCC,9,0.6295154700906913,0.5997483921889492,7.721078157424927
450,bio_source_OSCC,mean,0.628702878220691,0.5884980352217486,7.742421793937683
451,bio_source_PANC1,0,0.0890714296377824,0.9770040645396288,7.77105712890625
452,bio_source_PANC1,1,0.0666016373428411,0.9466817705667911,7.715389966964722
453,bio_source_PANC1,2,0.1141087166676727,0.9924093692650472,7.698107957839966
454,bio_source_PANC1,3,0.1769941113717188,0.9534189314854468,7.723803520202637
455,bio_source_PANC1,4,0.2245510776733722,0.8434005449168753,7.805010557174683
456,bio_source_PANC1,5,0.1468809767817288,0.9586728043425728,7.723588228225708
457,bio_source_PANC1,6,0.122849145446046,0.933023616157834,7.724084854125977
458,bio_source_PANC1,7,0.1145697716487641,0.8508154876402391,7.709198474884033
459,bio_source_PANC1,8,0.1231297819163342,0.8953410337691055,7.815455198287964
460,bio_source_PANC1,9,0.0904439955804013,1.044380582895651,7.716755867004394
461,bio_source_PANC1,mean,0.1269200644066662,0.9395148205579192,7.7402451753616335
462,bio_source_PATU-8902,0,0.5032389270077174,0.4920723502773372,7.745898485183716
463,bio_source_PATU-8902,1,0.5339026892047667,0.4490317146646731,7.709959506988525
464,bio_source_PATU-8902,2,0.4782826992249341,0.4815624006712574,7.809301614761352
465,bio_source_PATU-8902,3,0.4956698198623552,0.4650201499356714,7.69591498374939
466,bio_source_PATU-8902,4,0.4967452532012796,0.4516419621023173,7.722259521484375
467,bio_source_PATU-8902,5,0.4746317798793553,0.4902597371439296,7.7262067794799805
468,bio_source_PATU-8902,6,0.5124015239390931,0.4487098900789523,7.804691791534424
469,bio_source_PATU-8902,7,0.4126672936089248,0.5286431633958594,7.716467380523682
470,bio_source_PATU-8902,8,0.5083299641533594,0.4568397041291592,7.719013690948486
471,bio_source_PATU-8902,9,0.4901536246111965,0.4182617825307411,7.713622808456421
472,bio_source_PATU-8902,mean,0.4906023574692983,0.4682042854929897,7.736333656311035
473,bio_source_PC3,0,0.5095198059304822,0.2611063916830422,7.804034471511841
474,bio_source_PC3,1,0.5401710635285798,0.2209749618874376,7.745400428771973
475,bio_source_PC3,2,0.4699223611835786,0.2989598357833131,7.740812301635742
476,bio_source_PC3,3,0.5201287980995452,0.2411242146592065,7.767159938812256
477,bio_source_PC3,4,0.5064179745003639,0.2451364586460857,7.828959465026855
478,bio_source_PC3,5,0.4899026940562472,0.2365425915436023,7.730768203735352
479,bio_source_PC3,6,0.5183466945177609,0.2354681233280641,7.720980167388916
480,bio_source_PC3,7,0.5075793445544274,0.2445366511138628,7.829631567001343
481,bio_source_PC3,8,0.4621011207992227,0.2765343346725997,7.725738525390625
482,bio_source_PC3,9,0.5178792298682775,0.2279665538673804,7.704418182373047
483,bio_source_PC3,mean,0.5041969087038485,0.2488350117184594,7.759790325164795
484,bio_source_PC9,0,0.5236613430284806,0.4146741394720484,7.722046375274658
485,bio_source_PC9,1,0.5886269609993187,0.3824193893928133,7.813955068588257
486,bio_source_PC9,2,0.5079455505050916,0.4916388301380467,7.751928567886352
487,bio_source_PC9,3,0.6084042284657126,0.3633100988669483,7.731725692749023
488,bio_source_PC9,4,0.6089280378306167,0.3519484120675702,7.689970970153809
489,bio_source_PC9,5,0.5882886984574978,0.3494974571826887,7.825891256332397
490,bio_source_PC9,6,0.5771492613353679,0.3805023412068987,7.690931797027588
491,bio_source_PC9,7,0.5608726753390667,0.3630118011604871,7.714354276657104
492,bio_source_PC9,8,0.5228431847446965,0.4239309792388478,7.714371204376221
493,bio_source_PC9,9,0.5481743149320524,0.3936851955115318,7.84135890007019
494,bio_source_PC9,mean,0.5634894255637901,0.391461864423788,7.74965341091156
495,bio_source_Primary CD4+ T-cells,0,0.382643933698103,0.395829397616377,7.697224855422974
496,bio_source_Primary CD4+ T-cells,1,0.430021216725052,0.3468333670800351,7.718124866485596
497,bio_source_Primary CD4+ T-cells,2,0.4018769673681682,0.4367794628045978,7.702902793884277
498,bio_source_Primary CD4+ T-cells,3,0.4333218932993599,0.3686398347290583,7.817152976989746
499,bio_source_Primary CD4+ T-cells,4,0.4369621379318331,0.3672478570347091,7.712129831314087
500,bio_source_Primary CD4+ T-cells,5,0.4180434098335303,0.3523531728870177,7.720833778381348
501,bio_source_Primary CD4+ T-cells,6,0.4355551672221139,0.3510950173979957,7.714173793792725
502,bio_source_Primary CD4+ T-cells,7,0.3664703927907312,0.3908039888783861,7.817313194274902
503,bio_source_Primary CD4+ T-cells,8,0.4031744943665303,0.3657686516233381,7.718682289123535
504,bio_source_Primary CD4+ T-cells,9,0.4525189860968147,0.316039779896339,7.738001108169556
505,bio_source_Primary CD4+ T-cells,mean,0.4160588599332236,0.3691390529947854,7.735653948783875
506,bio_source_Primary human bronchial epithelial cells,0,0.2720656762045794,0.3944928009985202,7.7155022621154785
507,bio_source_Primary human bronchial epithelial cells,1,0.3250190186381915,0.3251568579281348,7.784278392791748
508,bio_source_Primary human bronchial epithelial cells,2,0.2291559404342412,0.3834700969484091,7.727154016494751
509,bio_source_Primary human bronchial epithelial cells,3,0.296004715565365,0.3611061559649421,7.705698251724243
510,bio_source_Primary human bronchial epithelial cells,4,0.3217171153421355,0.3332163960201171,7.717100143432617
511,bio_source_Primary human bronchial epithelial cells,5,0.3260591294065865,0.3776984438308921,7.790297031402588
512,bio_source_Primary human bronchial epithelial cells,6,0.3141122978025294,0.3057784597664779,7.704340219497681
513,bio_source_Primary human bronchial epithelial cells,7,0.2816125591840687,0.3296326179609509,7.700254201889038
514,bio_source_Primary human bronchial epithelial cells,8,0.2667032515400748,0.3183034331666112,7.712029695510864
515,bio_source_Primary human bronchial epithelial cells,9,0.2467070555594758,0.3742972620535552,7.813732147216797
516,bio_source_Primary human bronchial epithelial cells,mean,0.2879156759677248,0.350315252463861,7.737038636207581
517,bio_source_RD-CCL-136,0,0.4160855496347931,0.2316686412273485,7.717507600784302
518,bio_source_RD-CCL-136,1,0.4935002453807268,0.1978476764600234,7.706422328948975
519,bio_source_RD-CCL-136,2,0.4535021102533281,0.2368943395004678,7.720107316970825
520,bio_source_RD-CCL-136,3,0.4843295496739076,0.1969485839465579,7.8028037548065186
521,bio_source_RD-CCL-136,4,0.4889836372089318,0.1985139644013191,7.756116390228271
522,bio_source_RD-CCL-136,5,0.4832468563387685,0.1970487611153982,7.709566116333008
523,bio_source_RD-CCL-136,6,0.4433159755676349,0.2315690630773437,7.727527379989624
524,bio_source_RD-CCL-136,7,0.4322025848335267,0.2284878816233578,7.734195470809936
